,Cost,Mfr Dt Fz,Product,Contract Cust Id,Contract Dt,Contract Expiration Dt,Nbv,Billing Status Fz,Top1Lessee,Top3Lessees,MfrAge,ExpYear
20315,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.45,ON,0,1,4.47,4.06
24317,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1880.705,ON,0,1,4.51,4.06
25229,2262.0,3/21/2018,1,ONE,2018-02-01,2026-10-14,1900.264,ON,0,1,4.51,4.06
19974,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.45,ON,0,1,4.47,4.06
14253,6000.0,4/8/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.46,6.77
19008,5150.0,5/21/2021,1,MSC,2021-04-01,2029-06-30,4801.46,ON,1,1,1.34,6.77
11849,4420.0,3/3/2021,1,ONE,2020-11-16,2029-05-15,4117.43,ON,0,1,1.56,6.65
5820,3682.0,1/1/2018,1,MSC,2018-03-01,2032-07-31,2933.0,ON,1,1,4.73,9.86
24865,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1880.707,ON,0,1,4.51,4.06
10581,4420.0,3/24/2021,1,ONE,2020-11-16,2029-05-15,4136.34,ON,0,1,1.5,6.65
25412,2262.0,3/21/2018,1,ONE,2018-02-01,2026-10-14,1900.272,ON,0,1,4.51,4.06
26870,3682.0,1/1/2018,1,HAPAG,2017-11-01,2030-01-31,2869.54,ON,0,1,4.73,7.36
7451,3702.0,6/11/2018,1,MSC,2018-03-01,2032-07-31,2983.22,ON,1,1,4.29,9.86
9410,5150.0,4/20/2021,1,MSC,2021-04-01,2029-06-30,4773.96,ON,1,1,1.43,6.77
26283,2267.0,3/16/2018,1,ONE,2018-02-01,2026-10-14,1904.18,ON,0,1,4.53,4.06
26899,3682.0,1/1/2018,1,HAPAG,2017-11-01,2030-01-31,2869.54,ON,0,1,4.73,7.36
25777,2262.0,3/21/2018,1,ONE,2018-02-01,2026-10-14,1884.21,ON,0,1,4.51,4.06
8598,3773.0,7/13/2018,1,COSMR,2019-01-01,2024-04-30,3126.973,ON,0,0,4.2,1.6
26120,2262.0,3/21/2018,1,ONE,2018-02-01,2026-10-14,1884.21,ON,0,1,4.51,4.06
7405,3702.0,6/11/2018,1,MSC,2018-03-01,2032-07-31,2983.22,ON,1,1,4.29,9.86
26493,2267.0,3/16/2018,1,ONE,2018-02-01,2026-10-14,1904.18,ON,0,1,4.53,4.06
11076,4420.0,3/24/2021,1,ONE,2020-11-16,2029-05-15,4155.25,ON,0,1,1.5,6.65
26175,2262.0,3/21/2018,1,ONE,2018-02-01,2026-10-14,1884.21,ON,0,1,4.51,4.06
4990,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2933.008,ON,1,1,4.57,9.86
5794,3682.0,1/1/2018,1,MSC,2018-03-01,2032-07-31,2933.0,ON,1,1,4.73,9.86
16595,6000.0,5/9/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.38,6.77
1444,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.838,ON,0,1,4.77,7.36
14856,6000.0,4/8/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.46,6.77
20871,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.453,ON,0,1,4.47,4.06
199,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.836,ON,0,1,4.77,7.36
2218,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.798,ON,0,1,4.77,7.36
29873,2182.0,1/2/2018,1,HAPAG,2017-11-01,2030-01-31,1784.49,ON,0,1,4.73,7.36
20908,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.453,ON,0,1,4.47,4.06
28473,3682.0,1/3/2018,1,HAPAG,2017-11-01,2030-01-31,2869.54,ON,0,1,4.72,7.36
17581,6000.0,5/9/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.38,6.77
28188,3682.0,1/3/2018,1,HAPAG,2017-11-01,2030-01-31,2869.54,ON,0,1,4.72,7.36
5567,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2933.0,ON,1,1,4.57,9.86
23671,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1879.92,ON,0,1,4.51,4.06
23698,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1879.92,ON,0,1,4.51,4.06
28275,3682.0,1/3/2018,1,HAPAG,2017-11-01,2030-01-31,2869.54,ON,0,1,4.72,7.36
1135,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.838,ON,0,1,4.77,7.36
3514,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2917.311,ON,1,1,4.57,9.86
27640,3682.0,1/1/2018,1,HAPAG,2017-11-01,2030-01-31,2869.54,ON,0,1,4.73,7.36
25435,2262.0,3/21/2018,1,ONE,2018-02-01,2026-10-14,1900.269,ON,0,1,4.51,4.06
7086,3682.0,1/1/2018,1,TCLC,2018-02-01,2025-05-31,2917.311,ON,0,0,4.73,2.69
6556,3682.0,1/1/2018,1,MSC,2018-03-01,2032-07-31,2933.008,ON,1,1,4.73,9.86
14815,6000.0,4/8/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.46,6.77
29745,2182.0,1/2/2018,1,HAPAG,2017-11-01,2030-01-31,1784.49,ON,0,1,4.73,7.36
703,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.836,ON,0,1,4.77,7.36
4517,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2933.012,ON,1,1,4.57,9.86
21439,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.459,ON,0,1,4.47,4.06
17353,6000.0,5/9/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.38,6.77
19453,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.45,ON,0,1,4.47,4.06
29969,2182.0,1/2/2018,1,HAPAG,2017-11-01,2030-01-31,1784.49,ON,0,1,4.73,7.36
13162,6007.0,4/28/2021,1,MSC,2021-04-01,2029-06-30,5618.8,ON,1,1,1.41,6.77
8993,5150.0,4/20/2021,1,MSC,2021-04-01,2029-06-30,4773.96,ON,1,1,1.43,6.77
20147,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.45,ON,0,1,4.47,4.06
16572,6000.0,5/9/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.38,6.77
133,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.836,ON,0,1,4.77,7.36
12510,4420.0,3/3/2021,1,ONE,2020-11-16,2029-05-15,4117.43,ON,0,1,1.56,6.65
14762,6000.0,4/8/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.46,6.77
29285,2182.0,1/2/2018,1,HAPAG,2017-11-01,2030-01-31,1784.486,ON,0,1,4.73,7.36
6471,3682.0,1/1/2018,1,MSC,2018-03-01,2032-07-31,2933.004,ON,1,1,4.73,9.86
25972,2262.0,3/21/2018,1,ONE,2018-02-01,2026-10-14,1884.21,ON,0,1,4.51,4.06
4964,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2933.004,ON,1,1,4.57,9.86
7435,3702.0,6/11/2018,1,MSC,2018-03-01,2032-07-31,2983.22,ON,1,1,4.29,9.86
2686,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2917.31,ON,1,1,4.57,9.86
13811,6007.0,4/28/2021,1,MSC,2021-04-01,2029-06-30,5618.8,ON,1,1,1.41,6.77
7775,3702.0,6/11/2018,1,MSC,2018-03-01,2032-07-31,2983.214,ON,1,1,4.29,9.86
12825,4420.0,3/3/2021,1,ONE,2020-11-16,2029-05-15,4117.43,ON,0,1,1.56,6.65
28097,3682.0,1/3/2018,1,HAPAG,2017-11-01,2030-01-31,2869.54,ON,0,1,4.72,7.36
22598,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1888.004,ON,0,1,4.51,4.06
12926,4420.0,2/23/2021,1,ONE,2020-11-16,2029-05-15,4117.43,ON,0,1,1.58,6.65
18587,6000.0,4/12/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.45,6.77
13505,6007.0,4/28/2021,1,MSC,2021-04-01,2029-06-30,5618.8,ON,1,1,1.41,6.77
12940,4420.0,2/23/2021,1,ONE,2020-11-16,2029-05-15,4117.43,ON,0,1,1.58,6.65
13052,6007.0,4/28/2021,1,MSC,2021-04-01,2029-06-30,5591.07,ON,1,1,1.41,6.77
5398,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2933.0,ON,1,1,4.57,9.86
23697,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1879.92,ON,0,1,4.51,4.06
5209,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2933.0,ON,1,1,4.57,9.86
29501,2182.0,1/2/2018,1,HAPAG,2017-11-01,2030-01-31,1784.489,ON,0,1,4.73,7.36
13414,6007.0,4/28/2021,1,MSC,2021-04-01,2029-06-30,5618.8,ON,1,1,1.41,6.77
27212,3682.0,1/1/2018,1,HAPAG,2017-11-01,2030-01-31,2869.54,ON,0,1,4.73,7.36
9616,4420.0,3/24/2021,1,ONE,2020-11-16,2029-05-15,4136.34,ON,0,1,1.5,6.65
14788,6000.0,4/8/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.46,6.77
3316,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2917.31,ON,1,1,4.57,9.86
12474,4420.0,3/3/2021,1,ONE,2020-11-16,2029-05-15,4117.43,ON,0,1,1.56,6.65
22927,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1896.086,ON,0,1,4.51,4.06
26167,2262.0,3/21/2018,1,ONE,2018-02-01,2026-10-14,1884.21,ON,0,1,4.51,4.06
28698,2182.0,1/2/2018,1,HAPAG,2017-11-01,2030-01-31,1784.484,ON,0,1,4.73,7.36
2703,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2917.31,ON,1,1,4.57,9.86
10509,4420.0,3/24/2021,1,ONE,2020-11-16,2029-05-15,4136.34,ON,0,1,1.5,6.65
6048,3682.0,1/1/2018,1,MSC,2018-03-01,2032-07-31,2933.0,ON,1,1,4.73,9.86
3765,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2917.311,ON,1,1,4.57,9.86
14197,6000.0,4/8/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.46,6.77
17220,6000.0,5/9/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.38,6.77
19174,5150.0,5/21/2021,1,MSC,2021-04-01,2029-06-30,4801.46,ON,1,1,1.34,6.77
19251,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.45,ON,0,1,4.47,4.06
20059,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.45,ON,0,1,4.47,4.06
4010,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2917.312,ON,1,1,4.57,9.86
6792,3682.0,1/1/2018,1,MSC,2018-03-01,2032-07-31,2933.008,ON,1,1,4.73,9.86
2471,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.832,ON,0,1,4.77,7.36
165,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.836,ON,0,1,4.77,7.36
8372,3702.0,6/11/2018,1,MSC,2018-03-01,2032-07-31,2967.91,ON,1,1,4.29,9.86
11039,4420.0,3/24/2021,1,ONE,2020-11-16,2029-05-15,4155.25,ON,0,1,1.5,6.65
2202,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.798,ON,0,1,4.77,7.36
26187,2262.0,3/21/2018,1,ONE,2018-02-01,2026-10-14,1884.21,ON,0,1,4.51,4.06
21239,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.456,ON,0,1,4.47,4.06
6513,3682.0,1/1/2018,1,MSC,2018-03-01,2032-07-31,2933.008,ON,1,1,4.73,9.86
1316,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.838,ON,0,1,4.77,7.36
18919,5150.0,4/20/2021,1,MSC,2021-04-01,2029-06-30,4773.958,ON,1,1,1.43,6.77
2543,3714.8,7/13/2018,1,PANOCEAN,2018-07-16,2023-09-30,3023.447,ON,0,0,4.2,1.02
9383,5150.0,4/20/2021,1,MSC,2021-04-01,2029-06-30,4773.96,ON,1,1,1.43,6.77
25886,2262.0,3/21/2018,1,ONE,2018-02-01,2026-10-14,1884.21,ON,0,1,4.51,4.06
27421,3682.0,1/1/2018,1,HAPAG,2017-11-01,2030-01-31,2869.54,ON,0,1,4.73,7.36
23382,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1896.088,ON,0,1,4.51,4.06
29123,2182.0,1/2/2018,1,HAPAG,2017-11-01,2030-01-31,1784.485,ON,0,1,4.73,7.36
8353,3702.0,6/11/2018,1,MSC,2018-03-01,2032-07-31,2967.91,ON,1,1,4.29,9.86
11738,4420.0,3/3/2021,1,ONE,2020-11-16,2029-05-15,4117.43,ON,0,1,1.56,6.65
1450,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.838,ON,0,1,4.77,7.36
17955,6000.0,5/9/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.38,6.77
13397,6007.0,4/28/2021,1,MSC,2021-04-01,2029-06-30,5618.8,ON,1,1,1.41,6.77
29182,2182.0,1/2/2018,1,HAPAG,2017-11-01,2030-01-31,1784.485,ON,0,1,4.73,7.36
28431,3682.0,1/3/2018,1,HAPAG,2017-11-01,2030-01-31,2869.54,ON,0,1,4.72,7.36
6294,3682.0,1/1/2018,1,MSC,2018-03-01,2032-07-31,2933.0,ON,1,1,4.73,9.86
16212,6000.0,5/9/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.38,6.77
7587,3702.0,6/11/2018,1,MSC,2018-03-01,2032-07-31,2983.22,ON,1,1,4.29,9.86
10845,4420.0,3/24/2021,1,ONE,2020-11-16,2029-05-15,4155.25,ON,0,1,1.5,6.65
27921,3682.0,1/3/2018,1,HAPAG,2017-11-01,2030-01-31,2869.54,ON,0,1,4.72,7.36
11946,4420.0,3/3/2021,1,ONE,2020-11-16,2029-05-15,4117.43,ON,0,1,1.56,6.65
21272,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.456,ON,0,1,4.47,4.06
13220,6007.0,4/28/2021,1,MSC,2021-04-01,2029-06-30,5618.8,ON,1,1,1.41,6.77
8984,5150.0,4/20/2021,1,MSC,2021-04-01,2029-06-30,4773.96,ON,1,1,1.43,6.77
22449,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1888.005,ON,0,1,4.51,4.06
4553,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2933.008,ON,1,1,4.57,9.86
7409,3702.0,6/11/2018,1,MSC,2018-03-01,2032-07-31,2983.22,ON,1,1,4.29,9.86
22018,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1888.003,ON,0,1,4.51,4.06
19203,5150.0,5/21/2021,1,MSC,2021-04-01,2029-06-30,4801.46,ON,1,1,1.34,6.77
10429,4420.0,3/24/2021,1,ONE,2020-11-16,2029-05-15,4136.34,ON,0,1,1.5,6.65
26119,2262.0,3/21/2018,1,ONE,2018-02-01,2026-10-14,1884.21,ON,0,1,4.51,4.06
15133,6000.0,4/8/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.46,6.77
2595,3714.8,7/13/2018,1,PANOCEAN,2018-07-16,2023-09-30,3023.447,ON,0,0,4.2,1.02
3919,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2917.312,ON,1,1,4.57,9.86
20702,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.453,ON,0,1,4.47,4.06
13969,6007.0,4/28/2021,1,MSC,2021-04-01,2029-06-30,5618.8,ON,1,1,1.41,6.77
5897,3682.0,1/1/2018,1,MSC,2018-03-01,2032-07-31,2933.0,ON,1,1,4.73,9.86
1300,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.838,ON,0,1,4.77,7.36
7971,3702.0,6/11/2018,1,MSC,2018-03-01,2032-07-31,2983.214,ON,1,1,4.29,9.86
1290,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.838,ON,0,1,4.77,7.36
9266,5150.0,4/20/2021,1,MSC,2021-04-01,2029-06-30,4773.96,ON,1,1,1.43,6.77
14928,6000.0,4/8/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.46,6.77
29919,2182.0,1/2/2018,1,HAPAG,2017-11-01,2030-01-31,1784.49,ON,0,1,4.73,7.36
2799,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2917.31,ON,1,1,4.57,9.86
9696,4420.0,3/24/2021,1,ONE,2020-11-16,2029-05-15,4136.34,ON,0,1,1.5,6.65
10945,4420.0,3/24/2021,1,ONE,2020-11-16,2029-05-15,4155.25,ON,0,1,1.5,6.65
3458,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2917.311,ON,1,1,4.57,9.86
25952,2262.0,3/21/2018,1,ONE,2018-02-01,2026-10-14,1884.21,ON,0,1,4.51,4.06
20043,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.45,ON,0,1,4.47,4.06
17459,6000.0,5/9/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.38,6.77
20114,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.45,ON,0,1,4.47,4.06
19506,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.45,ON,0,1,4.47,4.06
8106,3702.0,6/11/2018,1,MSC,2018-03-01,2032-07-31,2967.91,ON,1,1,4.29,9.86
21011,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.456,ON,0,1,4.47,4.06
6078,3682.0,1/1/2018,1,MSC,2018-03-01,2032-07-31,2933.0,ON,1,1,4.73,9.86
17859,6000.0,5/9/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.38,6.77
2053,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.796,ON,0,1,4.77,7.36
7725,3702.0,6/11/2018,1,MSC,2018-03-01,2032-07-31,2983.214,ON,1,1,4.29,9.86
27685,3682.0,1/1/2018,1,HAPAG,2017-11-01,2030-01-31,2869.54,ON,0,1,4.73,7.36
28045,3682.0,1/3/2018,1,HAPAG,2017-11-01,2030-01-31,2869.54,ON,0,1,4.72,7.36
15970,6000.0,4/8/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.46,6.77
14681,6000.0,4/8/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.46,6.77
26508,2267.0,3/16/2018,1,ONE,2018-02-01,2026-10-14,1904.18,ON,0,1,4.53,4.06
8340,3702.0,6/11/2018,1,MSC,2018-03-01,2032-07-31,2967.91,ON,1,1,4.29,9.86
28683,2182.0,1/2/2018,1,HAPAG,2017-11-01,2030-01-31,1784.484,ON,0,1,4.73,7.36
2863,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2917.31,ON,1,1,4.57,9.86
16732,6000.0,5/9/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.38,6.77
23011,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1896.09,ON,0,1,4.51,4.06
24837,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1880.707,ON,0,1,4.51,4.06
27550,3682.0,1/1/2018,1,HAPAG,2017-11-01,2030-01-31,2869.54,ON,0,1,4.73,7.36
17940,6000.0,5/9/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.38,6.77
25637,2262.0,3/21/2018,1,ONE,2018-02-01,2026-10-14,1900.263,ON,0,1,4.51,4.06
27864,3682.0,1/3/2018,1,HAPAG,2017-11-01,2030-01-31,2869.54,ON,0,1,4.72,7.36
27623,3682.0,1/1/2018,1,HAPAG,2017-11-01,2030-01-31,2869.54,ON,0,1,4.73,7.36
12643,4420.0,3/3/2021,1,ONE,2020-11-16,2029-05-15,4117.43,ON,0,1,1.56,6.65
26822,3682.0,1/1/2018,1,HAPAG,2017-11-01,2030-01-31,2869.54,ON,0,1,4.73,7.36
11662,4420.0,3/3/2021,1,ONE,2020-11-16,2029-05-15,4117.43,ON,0,1,1.56,6.65
26563,2267.0,3/16/2018,1,ONE,2018-02-01,2026-10-14,1904.174,ON,0,1,4.53,4.06
18419,6000.0,4/12/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.45,6.77
24134,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1896.17,ON,0,1,4.51,4.06
12285,4420.0,3/3/2021,1,ONE,2020-11-16,2029-05-15,4117.43,ON,0,1,1.56,6.65
4028,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2917.312,ON,1,1,4.57,9.86
12226,4420.0,3/3/2021,1,ONE,2020-11-16,2029-05-15,4117.43,ON,0,1,1.56,6.65
18465,6000.0,4/12/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.45,6.77
349,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.836,ON,0,1,4.77,7.36
23400,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1896.09,ON,0,1,4.51,4.06
6519,3682.0,1/1/2018,1,MSC,2018-03-01,2032-07-31,2933.008,ON,1,1,4.73,9.86
18169,6000.0,4/12/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.45,6.77
10404,4420.0,3/24/2021,1,ONE,2020-11-16,2029-05-15,4136.34,ON,0,1,1.5,6.65
19205,5150.0,5/21/2021,1,MSC,2021-04-01,2029-06-30,4801.46,ON,1,1,1.34,6.77
3694,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2917.311,ON,1,1,4.57,9.86
23510,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1904.185,ON,0,1,4.51,4.06
22058,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1888.002,ON,0,1,4.51,4.06
2929,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2917.31,ON,1,1,4.57,9.86
29077,2182.0,1/2/2018,1,HAPAG,2017-11-01,2030-01-31,1784.484,ON,0,1,4.73,7.36
7203,3682.0,1/1/2018,1,CMA,2020-06-01,2032-05-31,2869.538,ON,0,0,4.73,9.69
1628,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.799,ON,0,1,4.77,7.36
24181,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1896.17,ON,0,1,4.51,4.06
12361,4420.0,3/3/2021,1,ONE,2020-11-16,2029-05-15,4117.43,ON,0,1,1.56,6.65
22203,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1888.001,ON,0,1,4.51,4.06
22912,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1896.084,ON,0,1,4.51,4.06
15094,6000.0,4/8/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.46,6.77
24169,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1896.17,ON,0,1,4.51,4.06
7841,3702.0,6/11/2018,1,MSC,2018-03-01,2032-07-31,2983.214,ON,1,1,4.29,9.86
21868,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1888.005,ON,0,1,4.51,4.06
16790,6000.0,5/9/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.38,6.77
20486,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.453,ON,0,1,4.47,4.06
19706,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.45,ON,0,1,4.47,4.06
16661,6000.0,5/9/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.38,6.77
22817,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1896.088,ON,0,1,4.51,4.06
22609,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1888.0,ON,0,1,4.51,4.06
21022,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.456,ON,0,1,4.47,4.06
17360,6000.0,5/9/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.38,6.77
27303,3682.0,1/1/2018,1,HAPAG,2017-11-01,2030-01-31,2869.54,ON,0,1,4.73,7.36
684,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.836,ON,0,1,4.77,7.36
19828,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.45,ON,0,1,4.47,4.06
7519,3702.0,6/11/2018,1,MSC,2018-03-01,2032-07-31,2983.22,ON,1,1,4.29,9.86
29465,2182.0,1/2/2018,1,HAPAG,2017-11-01,2030-01-31,1784.489,ON,0,1,4.73,7.36
24167,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1896.17,ON,0,1,4.51,4.06
29399,2182.0,1/2/2018,1,HAPAG,2017-11-01,2030-01-31,1784.488,ON,0,1,4.73,7.36
29541,2182.0,1/2/2018,1,HAPAG,2017-11-01,2030-01-31,1784.489,ON,0,1,4.73,7.36
2435,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.797,ON,0,1,4.77,7.36
23424,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1896.09,ON,0,1,4.51,4.06
7076,3682.0,1/1/2018,1,TCLC,2018-02-01,2025-05-31,2917.311,ON,0,0,4.73,2.69
2712,3682.0,2/28/2018,1,MSC,2018-03-01,2032-07-31,2917.31,ON,1,1,4.57,9.86
10998,4420.0,3/24/2021,1,ONE,2020-11-16,2029-05-15,4155.25,ON,0,1,1.5,6.65
2408,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.796,ON,0,1,4.77,7.36
29436,2182.0,1/2/2018,1,HAPAG,2017-11-01,2030-01-31,1784.489,ON,0,1,4.73,7.36
13018,6007.0,4/28/2021,1,MSC,2021-04-01,2029-06-30,5591.07,ON,1,1,1.41,6.77
25145,2262.0,3/21/2018,1,ONE,2018-02-01,2026-10-14,1900.264,ON,0,1,4.51,4.06
6359,3682.0,1/1/2018,1,MSC,2018-03-01,2032-07-31,2933.004,ON,1,1,4.73,9.86
7256,3682.0,1/1/2018,1,CMA,2020-06-01,2032-05-31,2869.536,ON,0,0,4.73,9.69
2106,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.795,ON,0,1,4.77,7.36
7527,3702.0,6/11/2018,1,MSC,2018-03-01,2032-07-31,2983.22,ON,1,1,4.29,9.86
623,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.836,ON,0,1,4.77,7.36
15045,6000.0,4/8/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.46,6.77
15600,6000.0,4/8/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.46,6.77
17415,6000.0,5/9/2021,1,MSC,2021-04-01,2029-06-30,5612.35,ON,1,1,1.38,6.77
19683,3849.0,4/6/2018,1,ONE,2018-02-01,2026-10-14,3123.45,ON,0,1,4.47,4.06
21928,2267.0,3/22/2018,1,ONE,2018-02-01,2026-10-14,1888.004,ON,0,1,4.51,4.06
611,3832.0,12/18/2017,1,HAPAG,2017-11-01,2030-01-31,2981.836,ON,0,1,4.77,7.36
